Structure [idcode]	label	fragment	type	risk
gJPBADJHtPYAIjj@@	t3	mol	tumorigenic	high
gJPDADQpRZj`@	t3	mol	tumorigenic	high
gJPHADIKSP@	t3	mol	tumorigenic	high
gJPHADILth@	t3	mol	tumorigenic	high
gJPHAVILuP@	t3	mol	tumorigenic	high
gJPLADJHLPdwS@@	t3	mol	tumorigenic	high
gJPXHlPDQzt@@	t3	mol	tumorigenic	high
gJPXHlPLQzt@@	t3	mol	tumorigenic	high
gJP`@TeVd@	t3	mol	tumorigenic	high
gJP`@TeZh@	t3	mol	tumorigenic	high
gJP`@TfVd@	t3	mol	tumorigenic	high
gJP`@deVh@	t3	mol	tumorigenic	high
gJP`@dfvd@	t3	mol	tumorigenic	high
gJPlLQDPHTPduR`@	t3	mol	tumorigenic	high
gJQ@@dlu@@	t3	mol	tumorigenic	high
gJQ@@dmU@@	t3	mol	tumorigenic	high
gJQ@@duU@@	t3	mol	tumorigenic	high
gJQ@@eKU@@	t3	mol	tumorigenic	high
gJQDHG@nBUMT@@	t3	mol	tumorigenic	high
gJQHBHaIfe@@	t3	mol	tumorigenic	high
gJQHBLQIfe@@	t3	mol	tumorigenic	high
gJQ`@bdvu@@	t3	mol	tumorigenic	high
gJT@ADiYhRP	t3	mol	tumorigenic	high
gJT`E`TfVh@	t3	mol	tumorigenic	high
gJX@@dkU@@	t3	mol	tumorigenic	high
gJX@@dms@@	t3	mol	tumorigenic	high
gJX@@eKU@@	t3	mol	tumorigenic	high
gJX`LDdru@@	t3	mol	tumorigenic	high
gJY@DDfvd@	t3	mol	tumorigenic	high
gJYHC`DIKTp@	t3	mol	tumorigenic	high
gKP`@df\Vj@@	t3	mol	tumorigenic	high
gKQ@@eKcRp@	t3	mol	tumorigenic	high
gKQ@@eKcUP@	t3	mol	tumorigenic	high
gKX@@eKcUP@	t3	mol	tumorigenic	high
gK\@ADeKbuH@	t3	mol	tumorigenic	high
gNpXHlPDYIHTmT@@	t3	mol	tumorigenic	high
gNp`@dfVZf@@	t3	mol	tumorigenic	high
gNp`@df]Zi@@	t3	mol	tumorigenic	high
gNp`@dfzZj@@	t3	mol	tumorigenic	high
gNp`@teUZi@@	t3	mol	tumorigenic	high
gNplJqDJHtQdTaeUP@	t3	mol	tumorigenic	high
gNpmJqDJHtP~rJPrjX@	t3	mol	tumorigenic	high
gNq@@dssUP@	t3	mol	tumorigenic	high
gNq`AVeJmUP@	t3	mol	tumorigenic	high
gNqhHl@cIICej`@	t3	mol	tumorigenic	high
gNqhHlOAJkVj`@	t3	mol	tumorigenic	high
gNtDLpDDHRevnl@	t3	mol	tumorigenic	high
gNtHE`DILruT@@	t3	mol	tumorigenic	high
gNx@@eRmUP@	t3	mol	tumorigenic	high
gNx`LDdskUH@	t3	mol	tumorigenic	high
gNx`LDdskUP@	t3	mol	tumorigenic	high
gNx`LDdssUP@	t3	mol	tumorigenic	high
gNx`LFdjmUP@	t3	mol	tumorigenic	high
gNy`LDtf]Zj@@	t3	mol	tumorigenic	high
gN|@ADeJkUP``	t3	mol	tumorigenic	high
gN}HEbpDILzuR@@	t3	mol	tumorigenic	high
gOp@DjWkB@@@	t3	mol	tumorigenic	high
gOpHADILkW@@@@	t3	mol	tumorigenic	high
gOpXHlPDYIHUVmU@@	t3	mol	tumorigenic	high
gOp`@dfUMZf`@	t3	mol	tumorigenic	high
gOp`@dfVqZj`@	t3	mol	tumorigenic	high
gOp`@tiguif`@	t3	mol	tumorigenic	high
gOp`AdeekZZP@	t3	mol	tumorigenic	high
gOphH`DYIHUVmT`@	t3	mol	tumorigenic	high
gOq@@drm[UT@@	t3	mol	tumorigenic	high
gOq@@drm\@@@@	t3	mol	tumorigenic	high
gOq`@fdrikTl@@	t3	mol	tumorigenic	high
gOq`@fdrikUL@@	t3	mol	tumorigenic	high
gOqhHl@cIIBjujh@	t3	mol	tumorigenic	high
gOtHE`DILl[MT`@	t3	mol	tumorigenic	high
gOx@@drm\@@@@	t3	mol	tumorigenic	high
gOx@@drm]UT@@	t3	mol	tumorigenic	high
gOx@@eJqh@P@@	t3	mol	tumorigenic	high
gOxHDHaIeZx@@@	t3	mol	tumorigenic	high
gOy@DDfYKZj`@	t3	mol	tumorigenic	high
gOz@ACVeKNLuR@@	t3	mol	tumorigenic	high
gO|HDVHaIeZx@@@	t3	mol	tumorigenic	high
fHbTA@	t2	pattern	tumorigenic	medium
fH`pA@	t2	pattern	tumorigenic	medium
gFp`@dfTujXCAZ|a@	t2	pattern	tumorigenic	medium
gFx@@eJftu@XVKF|`@	t2	pattern	tumorigenic	medium
eO`BNZ``	t2	pattern	tumorigenic	medium
fH`XA@	t2	pattern	tumorigenic	medium
fHdpAa@	t2	pattern	tumorigenic	medium
gNxHLHaIVjj`H	t2	pattern	tumorigenic	medium
eFJHbHpP	t2	pattern	tumorigenic	medium
eMABHXaIhH	t2	pattern	tumorigenic	medium
gJXHD@aIYj@ppqyH	t2	pattern	tumorigenic	medium
gCi@HDej@pRwDH	t2	pattern	tumorigenic	medium
gCi@LDeZ@pTWI`	t2	pattern	tumorigenic	medium
gCd@ADiZDE@	t2	pattern	tumorigenic	medium
gOx@@drm\@@A`plZp	t2	pattern	tumorigenic	medium
gGX`LDdsmTA`m^P`	t2	pattern	tumorigenic	medium
gCiHLaDIMLA@	t2	pattern	tumorigenic	medium
fHapA@	t2	pattern	tumorigenic	medium
deTH@@RY[TYjp@@B	t2	pattern	tumorigenic	medium
gCa@@dkHFBVyH	t2	pattern	tumorigenic	medium
deTD@@eIYWVy`@h@LFpjXYyD@	t2	pattern	tumorigenic	medium
deT@`@qDeVUFZX@@HR`	t2	pattern	tumorigenic	medium
gJQhHl@cIHUhCBGd@	t2	pattern	tumorigenic	medium
difH@DAInUxV`@@CBdinGdD	t2	pattern	tumorigenic	medium
deV@@@Rge[aj@B@CChPjxYy@@	t2	pattern	tumorigenic	medium
deV@@@RgfTYj@`@CChRfxYy@@	t2	pattern	tumorigenic	medium
deVD@AADfVuFVijh@phj[iy@`	t2	pattern	tumorigenic	medium
deVD@ICDiieZZjjh@`	t2	pattern	tumorigenic	medium
daGH@DK`R[e[fiZ@LLQnyE@	t2	pattern	tumorigenic	medium
gOr@Ajti]qZY`H	t2	pattern	tumorigenic	medium
gGPhIPDIU{T`XXK\a@	t2	pattern	tumorigenic	medium
did@`@qDeYWaf@@BH\NABinGdP	t2	pattern	tumorigenic	medium
fHa@A@	t2	pattern	tumorigenic	medium
gNq`@jdvkSPf\Ll~P`	t2	pattern	tumorigenic	medium
dedB`LkiCDRV{njjh@`	t2	pattern	tumorigenic	medium
diGH@Dr`RY{fjj@H	t2	pattern	tumorigenic	medium
gJY@BDfZhC@bK\a@	t2	pattern	tumorigenic	medium
gJY@BDfVhCAK\a@	t2	pattern	tumorigenic	medium
gGY@JDf]j`LLl^R`	t2	pattern	tumorigenic	medium
gGY@BDfUj`LLm^P`	t2	pattern	tumorigenic	medium
gJPH@DISUPFABqyH	t2	pattern	tumorigenic	medium
gJX@@dlu@XZX|PP	t2	pattern	tumorigenic	medium
gNxHF@aJZzjPH	t2	pattern	tumorigenic	medium
dazD@LADeUffhHr`	t2	pattern	tumorigenic	medium
gGT`EaTf]jPLDmrD	t2	pattern	tumorigenic	medium
gCh`LDdsPFDWI`	t2	pattern	tumorigenic	medium
gGX`JDdsmTA`l^R`	t2	pattern	tumorigenic	medium
dmv@@@Rf~UeZj@@@LEBDpfxYT	t2	pattern	tumorigenic	medium
gOx@@drm]UTAaqEcV	t2	pattern	tumorigenic	medium
gOx@@drm\@@A`Qc^IL	t2	pattern	tumorigenic	medium
dmvL`BaL@HrRRjIJUVjjh@`	t2	pattern	tumorigenic	medium
eFA@HoBJD	t2	pattern	tumorigenic	medium
diFB@BAFEInuZjd@pILJnQp	t2	pattern	tumorigenic	medium
dayH@DpDf]Vjh@pKBinHg@	t2	pattern	tumorigenic	medium
gNuHLzHaIUji`H	t2	pattern	tumorigenic	medium
gNt`E`tf]Zj@pJM_I`	t2	pattern	tumorigenic	medium
eMJD|Df`pYy@	t2	pattern	tumorigenic	medium
gJPhLQxIRuPD	t2	pattern	tumorigenic	medium
daDL@@KdfYvyjV`CCLJnPp	t2	pattern	tumorigenic	medium
eMBBlRZCAGe@	t2	pattern	tumorigenic	medium
gOq`AVeL~mUTA`Yb~Q@	t2	pattern	tumorigenic	medium
eMPBchLD^T	t2	pattern	tumorigenic	medium
daF@@@ReYJjjj@LNaLJf{d@	t2	pattern	tumorigenic	medium
daE@@@aJyUnX@@@`	t2	pattern	tumorigenic	medium
gCe@E`dkPFBbyL	t2	pattern	tumorigenic	medium
gCahHlGBNtA@	t2	pattern	tumorigenic	medium
gC`@Die@ptVy@	t2	pattern	tumorigenic	medium
gC`DAb[DRVhB	t2	pattern	tumorigenic	medium
gCaHLLQIZ`LDEqS@	t2	pattern	tumorigenic	medium
gGPBADZPLaYAIZjhB	t2	pattern	tumorigenic	medium
eMABHYAIhH	t2	pattern	tumorigenic	medium
gJX@@dkT`XFKGd@	t2	pattern	tumorigenic	medium
gJY@DDeZhCCSGbB@	t2	pattern	tumorigenic	medium
gGT`CPdfuj`LLl^R`	t2	pattern	tumorigenic	medium
gGX`DJdsmRA`enP`	t2	pattern	tumorigenic	medium
gFq@@eMqUW@P	t2	pattern	tumorigenic	medium
dkNF@BAIWSR[YVYjjfX@`	t2	pattern	tumorigenic	medium
deVDPL[`bB|DeYgFZjZh@`	t2	pattern	tumorigenic	medium
deVL`LxY@HRf][JjZV`cJ	t2	pattern	tumorigenic	medium
gO|HEfHaIeZx@@B	t2	pattern	tumorigenic	medium
daxD@@QInuij@LBRf{dD	t2	pattern	tumorigenic	medium
daxD@@QImUijBLlBRf{bXP	t2	pattern	tumorigenic	medium
dedB@@PYR[fyijXHqpQIxe\	t2	pattern	tumorigenic	medium
fH`TA@	t2	pattern	tumorigenic	medium
daxL`HS@BLddNRuR@P	t2	pattern	tumorigenic	medium
eFJHqHpP	t2	pattern	tumorigenic	medium
daxL`Lk`qDenzjh@pXDpj{bPp	t2	pattern	tumorigenic	medium
eFPBca@	t2	pattern	tumorigenic	medium
gG]@EjDfUj`LEcqJ`	t2	pattern	tumorigenic	medium
dedd@DpaCdfU{ZjZ@H	t2	pattern	tumorigenic	medium
dmOH`LJQ@HRf^yriVfZZh@`	t2	pattern	tumorigenic	medium
daE@@@yIe^f`@`@piLJny@@	t2	pattern	tumorigenic	medium
devH`LX@aJWY\HYiZZd@`	t2	pattern	tumorigenic	medium
daEH@DHDfURijZ`CCL[nP`	t2	pattern	tumorigenic	medium
daFH@HAIYUnh@@@pXHpj[d\	t2	pattern	tumorigenic	medium
gFt`CQdidviXB	t2	pattern	tumorigenic	medium
gJPXHlPDQztAxlP	t2	pattern	tumorigenic	medium
gJPDAbGDRUj`H	t2	pattern	tumorigenic	medium
gNx@@eJmThFCbqky@	t2	pattern	tumorigenic	medium
eMA@HPaIXLD^T	t2	pattern	tumorigenic	medium
gGYHLQDIJuU@P	t2	pattern	tumorigenic	medium
gGP`ATf]j`LLl^R`	t2	pattern	tumorigenic	medium
gFp`AdeoEjhCCHwd`	t2	pattern	tumorigenic	medium
gOp`AdeekZZPLMB~R`	t2	pattern	tumorigenic	medium
gF|@@ZeJxru@XYF|d@	t2	pattern	tumorigenic	medium
gOy@FDiekjj`LKEc^Q`	t2	pattern	tumorigenic	medium
gOx@@eJqmUTA`xlZ~P@	t2	pattern	tumorigenic	medium
gOx@@eLvmUTA`xlZ~P@	t2	pattern	tumorigenic	medium
gOxHBHaIeZzjhB	t2	pattern	tumorigenic	medium
gKP@Di\YZ@phbq@	t2	pattern	tumorigenic	medium
diDB`HSB@HrRPyIZj`CCBknHp`	t2	pattern	tumorigenic	medium
gNq@@djmUPFEfM_DD	t2	pattern	tumorigenic	medium
dcLL`HS@BLddjbRtjmP@P@P	t2	pattern	tumorigenic	medium
gJPJAHR`Tai@rBSUTA@	t2	pattern	tumorigenic	medium
eMCArhabHzCCI@	t2	pattern	tumorigenic	medium
gNy@BDf[Zj@pruxbp	t2	pattern	tumorigenic	medium
gJY@DDfzhCCSGbB@	t2	pattern	tumorigenic	medium
gNx`JDdskUPFDwLZp	t2	pattern	tumorigenic	medium
dmVD@JADf^Uvjjh@`	t2	pattern	tumorigenic	medium
gChHL@aIVPH	t2	pattern	tumorigenic	medium
gNy`LETeUZZDs@	t2	pattern	tumorigenic	medium
gNt`LPdfUZi@pexlp	t2	pattern	tumorigenic	medium
diEH@DpDfYUjj`C@bkaxfL	t2	pattern	tumorigenic	medium
didD@@EJ[W[j@B@CBdJfGdX	t2	pattern	tumorigenic	medium
dmtH@@rJIJFRf`@j`@pxDrae^Pp	t2	pattern	tumorigenic	medium
daG@@@kdiVrX@a@B	t2	pattern	tumorigenic	medium
eMhDRUB	t2	pattern	tumorigenic	medium
gOx`FDdrikUTA@	t2	pattern	tumorigenic	medium
gJXHD@aIUZ@`	t2	pattern	tumorigenic	medium
dcnL`LaA@HrRPjIKTrzmPHD@FEYtkh	t2	pattern	tumorigenic	medium
gCi@LDeZ@pTwH`	t2	pattern	tumorigenic	medium
gFq@@eNqUU@XZX|Rh	t2	pattern	tumorigenic	medium
gKP@Di\Vi@pLVOH@	t2	pattern	tumorigenic	medium
diVH@BAIfUInFjZi@H	t2	pattern	tumorigenic	medium
gNqhHl@cIHUEj`LLZ~P@	t2	pattern	tumorigenic	medium
daxD@@QIe]ji@LBpf{dT	t2	pattern	tumorigenic	medium
diFL@J@aRY]Zjj@LABDpfx^QP	t2	pattern	tumorigenic	medium
gNx@@eLmUPFEfM_DD	t2	pattern	tumorigenic	medium
gNy@LDeUji@phQkxi`	t2	pattern	tumorigenic	medium
gGX`BDdjmTA`m^JD	t2	pattern	tumorigenic	medium
dazD@FCdfUVjx@`	t2	pattern	tumorigenic	medium
gCd@AH}PFBVyH	t2	pattern	tumorigenic	medium
gChHHGBOTA@	t2	pattern	tumorigenic	medium
gC`DADZHRVhB	t2	pattern	tumorigenic	medium
deVB`BaLd@cIIBeDwKULpA@	t2	pattern	tumorigenic	medium
gJT@@deVhCCCGbb@	t2	pattern	tumorigenic	medium
gNu@E`drkUPFFM_Dl	t2	pattern	tumorigenic	medium
gGXHJGAJijhC@qX|e@	t2	pattern	tumorigenic	medium
didH@@RYeVz@``@pXLJf{dB	t2	pattern	tumorigenic	medium
daEH`Dq`BDfUjyjfPC@`SNyE@	t2	pattern	tumorigenic	medium
dieH`Dq`BDfUfnZii@H	t2	pattern	tumorigenic	medium
gJPDADFHRYfaHp	t2	pattern	tumorigenic	medium
dmuL@DpFEIeY~nZifh@pILe^Qp	t2	pattern	tumorigenic	medium
dklL@@STfue]eVj@B`@pyL[ad~PP	t2	pattern	tumorigenic	medium
difH@HAIVUxY`@@bGA`Pjx^Pp	t2	pattern	tumorigenic	medium
did@p@bBbFbDfYoa`b@@H	t2	pattern	tumorigenic	medium
did`@@pjRfUjXBB`@pSaxbL	t2	pattern	tumorigenic	medium
dcNH@DCHheEDbnmPT@@F@hUMproHt	t2	pattern	tumorigenic	medium
daz`@@SFyIeYjf@LJAL[nQP	t2	pattern	tumorigenic	medium
daG@`LK`BDimVz`@@B	t2	pattern	tumorigenic	medium
deT`@@pjrQQIFTpDEP@P	t2	pattern	tumorigenic	medium
did`@@pjrQQIFf@`h@LLKaxbL	t2	pattern	tumorigenic	medium
gNy@JDeUjj@phVKxiP	t2	pattern	tumorigenic	medium
digD@DpP[HhdhZyjfd@pqLkdB	t2	pattern	tumorigenic	medium
dmuH@DpDfWeYUj`@@CAlInF^Hb`	t2	pattern	tumorigenic	medium
fH`PAa@	t2	pattern	tumorigenic	medium
fHdHA@	t2	pattern	tumorigenic	medium
fHchA@	t2	pattern	tumorigenic	medium
eFHBJFE@	t2	pattern	tumorigenic	medium
dmLH@@RYVuiiV@@@@@phJxYybXh	t2	pattern	tumorigenic	medium
did@@DjY}nBHH@LJSBh^Qp	t2	pattern	tumorigenic	medium
f`i@@@LdbbbTRVHeZ][uHAD@D@@XRhs`iJtZwLX]x	t2	pattern	tumorigenic	medium
fhyA@@@ILklrstXYw`p@TaDA@@P	t2	pattern	tumorigenic	medium
fdeA@@@ISZvmvkNJLFM@AUH@D@A@	t2	pattern	tumorigenic	medium
gOu@HpeK^MKTAaKqY`	t2	pattern	tumorigenic	medium
ffsA`@@LudTTTeRdVTtLIps`ySeijjjZjjj@B	t2	pattern	tumorigenic	medium
dklF@@XUttief_kjjjjh@`	t2	pattern	tumorigenic	medium
fi{@h@@LDipTmzOHhhhhhbXdiidnBu[IV`fHbjjjh`@pmIVc^CENRmzObNU@	t2	pattern	tumorigenic	medium
dayL@DpFyIgYjf@LLPnyF@	t2	pattern	tumorigenic	medium
fb}A@@@ISZvmk\lxkSoQsP@UUUUEP@XNQ`cARUhugASgdH`	t2	pattern	tumorigenic	medium
ffs``@L@QdTVbdRQfRfRxhu`qKUjjjjj@Bh@B	t2	pattern	tumorigenic	medium
fnkA`@@HkdRTTbRLrTrVSIZMxNRmUUUU@AUP@D	t2	pattern	tumorigenic	medium
fa{A@@@YEDeMDhTihdXjLUiwhyZZjjjjjjj@B	t2	pattern	tumorigenic	medium
daxH@@RYWjZPcKA`SBinIG@	t2	pattern	tumorigenic	medium
det@@DjYUX^d@@@@CAlJnF^Hc@	t2	pattern	tumorigenic	medium
gF|LHjOC^A|DiTt@@B	t2	pattern	tumorigenic	medium
fnk@`@@UrJIJZIPiSQHrcEZ]zNVfjjjjjZj@CCrLTxJRmFlxJ\myBH	t2	pattern	tumorigenic	medium
fc@P@@E{OHhdiheBeMDhUEKQbmN}GKSUUUUUTsUT@D	t2	pattern	tumorigenic	medium
fnk@@@LdbTTRbTRQNfiKak^cejjfjjjjj`@`	t2	pattern	tumorigenic	medium
dmtL@@QTfyeQehBA@C@jXYxb\	t2	pattern	tumorigenic	medium
dklL@@PtfVV]WVhH`P@`	t2	pattern	tumorigenic	medium
deTD@@eJ[WVz`@h@LBRfgfXP`	t2	pattern	tumorigenic	medium
dcLL@@{TimY]ah@bh@LJPaW^Id`	t2	pattern	tumorigenic	medium
dcLH@@RYeZvz@`j`@pxBXYW^Q`	t2	pattern	tumorigenic	medium
foAPB@LD@DYHhdcEEEQagTuPDQ@@P	t2	pattern	tumorigenic	medium
deVH@DAIgeQej@@@LJSJX^It`	t2	pattern	tumorigenic	medium
deVH@IAJYW~F``H@LJPj[nId`	t2	pattern	tumorigenic	medium
dk^@@@RfYU\]Tzjjjj@LKBDpj[ae]L	t2	pattern	tumorigenic	medium
did@@DjYmaBH`@LBrnGbDp	t2	pattern	tumorigenic	medium
gJX@@dmu@XKGdP	t2	pattern	tumorigenic	medium
dg^L@D@[rJIJJIGZ[UAPD@D	t2	pattern	tumorigenic	medium
deVh@LKadDimY[j@B`@paNHL`	t2	pattern	tumorigenic	medium
eMPBcXLIyP	t2	pattern	tumorigenic	medium
dcMH@ITDee]UnX@Jh@H	t2	pattern	tumorigenic	medium
dg]D@DpCRYVuveVj@BX@H	t2	pattern	tumorigenic	medium
fgA@@@DjYU_VByHu`@@@@@@H	t2	pattern	tumorigenic	medium
dclL@@{TivY~DeZhHB`@`	t2	pattern	tumorigenic	medium
did@@LdbRQk``b@CAhPjX^Q`	t2	pattern	tumorigenic	medium
eMJH\Df`pgd@	t2	pattern	tumorigenic	medium
deTD@@YIfUqehH@@LFJfxYyF@	t2	pattern	tumorigenic	medium
dclH@@rQQRJJuJ{PUDB@FCES\L|Q]@	t2	pattern	tumorigenic	medium
dif@@@RYWZZ@BP@pXDpj{dB	t2	pattern	tumorigenic	medium
daF`@@pjYJYfn@b@@pPfyG@	t2	pattern	tumorigenic	medium
deV@@@RYV~f`@i@B	t2	pattern	tumorigenic	medium
deV@`BBHRYg]n``I@B	t2	pattern	tumorigenic	medium
dmNH@NCHhheDVzU`@@@@LJCJe^Hp`	t2	pattern	tumorigenic	medium
dcnD`HI`BDfYoVnWZfX@@@`	t2	pattern	tumorigenic	medium
dmND@DCdfVUrjUZjZi@LFrfFUyB@	t2	pattern	tumorigenic	medium
deVH@HAIYWVz`@d@H	t2	pattern	tumorigenic	medium
daG@@@rdifvxH`@C@linyA@	t2	pattern	tumorigenic	medium
dieDPLZD@HhHrREQKaVii@LBrnGd@	t2	pattern	tumorigenic	medium
dk]L@LhDeIeoYR[SZjZZdHZ`	t2	pattern	tumorigenic	medium
dmTJ`HSNd@cIICeMEjjh@`	t2	pattern	tumorigenic	medium
daxB@@rnRV{jj`CAhSBinHG@	t2	pattern	tumorigenic	medium
deeD@DHFR[eyiihHr`	t2	pattern	tumorigenic	medium
daxD@@QIgUjfBJlBpj{dL	t2	pattern	tumorigenic	medium
foQPB@F\@DYHheBeLdRdeV]Th@@D@@P	t2	pattern	tumorigenic	medium
dk^@@@RfYU\]Tz@@@@@LECBinFUOdZ	t2	pattern	tumorigenic	medium
dclD@@kHheCDdUKkSP@P@P	t2	pattern	tumorigenic	medium
deV@@@RV[TYzP@@C@j[axaR	t2	pattern	tumorigenic	medium
dklHPBBPzPrJJKQEIa``bZ@bV	t2	pattern	tumorigenic	medium
gGP@DiUjaAXEXwbD@	t2	pattern	tumorigenic	medium
dmtH@@RYWUih@IhBN\NALJiWb\H	t2	pattern	tumorigenic	medium
dk]L@LxDMIe]eRkSZjjjh@`	t2	pattern	tumorigenic	medium
gN}@DVDfUZi@`	t2	pattern	tumorigenic	medium
fb}@`@@YRYVum[ehrRkNBf@BjjjjJ`@p\AFJ\EIQk^bgODZB	t2	pattern	tumorigenic	medium
ffs@`@@URYVumfv^cIJmyIX@Jjjjjbh@H	t2	pattern	tumorigenic	medium
fjc@`@@ErJJQIFYJSKXgIJlyNVjjjjjjj`@pC`eF\EIVkN|FJ\|`T	t2	pattern	tumorigenic	medium
dg|@@DjU_eZx{BAH@@BJ\MaBine]N~Q`	t2	pattern	tumorigenic	medium
eFJHSHpP	t2	pattern	tumorigenic	medium
diV@`J@HRfU|kahDB@CB`QnGdD	t2	pattern	tumorigenic	medium
fhy`B@J@BDifW_e\TDkpZA`R@B@DAVF`DYpTeFl{wHA@	t2	pattern	tumorigenic	medium
fhy`B@N@BLdTTTRRVqirUmNh@`BBh@@pt@cARUhugAyCp	t2	pattern	tumorigenic	medium
gNx`DJdssTpFBsyD	t2	pattern	tumorigenic	medium
fgA`@@@ISLrotyHvk@@@@@@@P	t2	pattern	tumorigenic	medium
fdy@@@LdbbRbVbJwMAc@pU@P@@ab`	t2	pattern	tumorigenic	medium
f`q@`@@^RYWUe^cKN`@f@B@DNVB`HpRbmFm{bNB@	t2	pattern	tumorigenic	medium
gGP@DiVV`iJpJqoDH	t2	pattern	tumorigenic	medium
deTH@@RYWVf`@j@CC`SBhYyG@	t2	pattern	tumorigenic	medium
f`qAA@A@bOQBSJ{\ktYYt@EP@P@A@	t2	pattern	tumorigenic	medium
dif@@@RfU~F``@@pYLJf{b@H	t2	pattern	tumorigenic	medium
gJQ@@dsU`XKGbD@	t2	pattern	tumorigenic	medium
deVD@LADfvUFVjjh@p{BinF^P`	t2	pattern	tumorigenic	medium
dmtD@@QIV[VUZh@@@pZfxYWbQ`	t2	pattern	tumorigenic	medium
deT@`@bDfUuih@Jp@`	t2	pattern	tumorigenic	medium
did@@DkYWaz@@@LF`j[ayB@	t2	pattern	tumorigenic	medium
gNx`LDdskUXD	t2	pattern	tumorigenic	medium
foA@@@DkfYU]UcNz`@@@@@`	t2	pattern	tumorigenic	medium
gJX`DBdru@XS\RH	t2	pattern	tumorigenic	medium
deVH@DAIgeQej@@@LJrfx^Hd`	t2	pattern	tumorigenic	medium
dg~@@@RYfUWd}mh@@@@@pdBinFUwbGX	t2	pattern	tumorigenic	medium
did@@DjYmaBH`@LJpj[nPH	t2	pattern	tumorigenic	medium
dmvD@EBdin]~F``I@CAdJfF^Ph	t2	pattern	tumorigenic	medium
detD@@eIYe~DYZjjh@`	t2	pattern	tumorigenic	medium
fmoA`@@HWdTrTTtbRLrTfVrk^CdhymUUUUUUUUU@AauFBTYrRmFl{pXyKUoQsV	t2	pattern	tumorigenic	medium
f`qAA@A@dORBSJ{\ktYYt@EP@P@A`IFBTUhunHxH	t2	pattern	tumorigenic	medium
fb}@`@@YRYVum[ehrRkNBf@BjjjjJ`@p\cENBdkQk^CEOD@r	t2	pattern	tumorigenic	medium
fb}A@@@YEDeMDhTihjLUiwhyjjjjjjih@L@``cAJ\EIQkNBgOHQ@	t2	pattern	tumorigenic	medium
dknL`LaE@HrRPzIJZ]Vh@b@CAlInd~Qh	t2	pattern	tumorigenic	medium
deUH@JdDin]xZB@`@pIBX^IT`	t2	pattern	tumorigenic	medium
dg]L`LnDT@cIIChdieNkT@QP@P	t2	pattern	tumorigenic	medium
fgAAB@H@BDjyeUrLd[Uf`@@B@@H	t2	pattern	tumorigenic	medium
fgA@@@LdbbbTVKIBMjp@@@@@@D	t2	pattern	tumorigenic	medium
dieD`JXaCDRYgvzejX@pHLi`	t2	pattern	tumorigenic	medium
dmUL`LZDh@cIHULdeijh@p[FxYWd@	t2	pattern	tumorigenic	medium
deV@@@RfyWahBB@CBj[agf@a@	t2	pattern	tumorigenic	medium
dcNH@DAIVYeEZ`Hb@B	t2	pattern	tumorigenic	medium
daF@@@Rfu[j@@@LJABinIg@	t2	pattern	tumorigenic	medium
do}D@LlMrIJJIIHiSjhHHh@H	t2	pattern	tumorigenic	medium
did@p@qBqAqDfYun``H@H	t2	pattern	tumorigenic	medium
dcn@@@RieU~V]jB`b@C@\JfxYWbIh	t2	pattern	tumorigenic	medium
foA``@I@PdwJ{J|EYsP@UUD@D	t2	pattern	tumorigenic	medium
deUH@AdDim][j@B`@pYLJfGdR	t2	pattern	tumorigenic	medium
did@@DjUZnBAH@LFaLkayC@	t2	pattern	tumorigenic	medium
foA@@@DjU][VgKNBAJ@@@PiXZ`cAJLdkQk\`x	t2	pattern	tumorigenic	medium
did@@DjYUaBHP@LFSBiayG@	t2	pattern	tumorigenic	medium
foA@B@@QBSJzlkQegP@S@@@H\lM@Q`eNBUhunP\	t2	pattern	tumorigenic	medium
dif@@@RYWZZ@BP@piLJnx`B	t2	pattern	tumorigenic	medium
foA`@@@ILkjrmFV]@AL@@@ar`	t2	pattern	tumorigenic	medium
deUD@DXIRYvTYZjV`B	t2	pattern	tumorigenic	medium
fdyAb@HHpCpRkVYU_]Nmyj`@@B`@B	t2	pattern	tumorigenic	medium
fhiA`@@Hddjrm|jIW`mPAD@@@A@	t2	pattern	tumorigenic	medium
fhi``@L@PdrkLjn[s`mUTEAD@A@	t2	pattern	tumorigenic	medium
deVD@LADeVUFVh@@@`	t2	pattern	tumorigenic	medium
gJX`LDdju@XP|Tp	t2	pattern	tumorigenic	medium
difH@HAIfuxZ`@@B	t2	pattern	tumorigenic	medium
dif@PBBPRPR[e^Fh@@@pbNES\H	t2	pattern	tumorigenic	medium
dcNHpJtIAICICHiCDedLuP@R@D	t2	pattern	tumorigenic	medium
dkn@hJBPRPrPvPNPrJPqIPpYj`@j@B	t2	pattern	tumorigenic	medium
deV@@@Re]Xj@Bj@C@fxYxTIa@	t2	pattern	tumorigenic	medium
dmvHPBTIAIAInV_ij@HP@`	t2	pattern	tumorigenic	medium
dcNH@NCHeEDdYplAAT@D	t2	pattern	tumorigenic	medium
dkn@PBBPRPR[eW[aj@Bj@B	t2	pattern	tumorigenic	medium
fHbhA@	t2	pattern	tumorigenic	medium
f`q`@@@YIEBedhdnB]zh@J@@@@`	t2	pattern	tumorigenic	medium
deVD@D@dfVuFVh@@@pXj[agdH	t2	pattern	tumorigenic	medium
foAP@@@NRYWVUzLMZ@B`@`@B	t2	pattern	tumorigenic	medium
